model,ins_id,param_id,length,correct,format,total_score
Qwen2.5-32B-Instruct,2,0,6,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,1,6,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,2,6,1.0,1.0,1.0
Qwen2.5-32B-Instruct,2,3,6,1.0,1.0,1.0
Qwen2.5-32B-Instruct,2,4,6,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,5,6,1.0,1.0,1.0
Qwen2.5-32B-Instruct,3,0,6,1.0,1.0,1.0
Qwen2.5-32B-Instruct,3,1,6,1.0,1.0,1.0
Qwen2.5-32B-Instruct,3,2,6,1.0,1.0,1.0
Qwen2.5-32B-Instruct,3,3,6,1.0,1.0,1.0
Qwen2.5-32B-Instruct,3,4,6,0.6666666666666666,1.0,0.8
Qwen2.5-32B-Instruct,3,5,6,1.0,1.0,1.0
Qwen2.5-32B-Instruct,4,0,6,1.0,1.0,1.0
Qwen2.5-32B-Instruct,4,1,6,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,2,6,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,3,6,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,4,6,0.16666666666666666,0.5,0.3
Qwen2.5-32B-Instruct,4,5,6,1.0,1.0,1.0
Qwen2.5-32B-Instruct,0,0,13,0.03333333333333333,0.75,0.32
Qwen2.5-32B-Instruct,0,1,13,0.03333333333333333,1.0,0.42000000000000004
Qwen2.5-32B-Instruct,0,2,13,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,3,13,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,0,4,13,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,5,13,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,1,0,13,0.03333333333333333,0.75,0.32
Qwen2.5-32B-Instruct,1,1,13,0.03333333333333333,1.0,0.42000000000000004
Qwen2.5-32B-Instruct,1,2,13,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,1,3,13,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,1,4,13,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,5,13,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,0,13,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,1,13,0.03333333333333333,1.0,0.42000000000000004
Qwen2.5-32B-Instruct,2,2,13,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,2,3,13,0.6666666666666666,1.0,0.8
Qwen2.5-32B-Instruct,2,4,13,1.0,1.0,1.0
Qwen2.5-32B-Instruct,2,5,13,1.0,0.75,0.9
Qwen2.5-32B-Instruct,3,0,13,1.0,1.0,1.0
Qwen2.5-32B-Instruct,3,1,13,1.0,1.0,1.0
Qwen2.5-32B-Instruct,3,2,13,0.6666666666666666,1.0,0.8
Qwen2.5-32B-Instruct,3,3,13,0.6666666666666666,1.0,0.8
Qwen2.5-32B-Instruct,3,4,13,0.6666666666666666,1.0,0.8
Qwen2.5-32B-Instruct,3,5,13,1.0,1.0,1.0
Qwen2.5-32B-Instruct,4,0,13,0.03333333333333333,1.0,0.42000000000000004
Qwen2.5-32B-Instruct,4,1,13,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,2,13,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,4,3,13,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,4,13,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,5,13,0.6666666666666666,1.0,0.8
Qwen2.5-32B-Instruct,0,0,28,0.03333333333333333,0.75,0.32
Qwen2.5-32B-Instruct,0,1,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,2,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,3,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,4,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,5,28,1.0,1.0,1.0
Qwen2.5-32B-Instruct,1,0,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,1,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,2,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,3,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,4,28,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,1,5,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,0,28,0.03333333333333333,0.75,0.32
Qwen2.5-32B-Instruct,2,1,28,0.16666666666666666,0.5,0.3
Qwen2.5-32B-Instruct,2,2,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,3,28,0.6666666666666666,1.0,0.8
Qwen2.5-32B-Instruct,2,4,28,0.6666666666666666,1.0,0.8
Qwen2.5-32B-Instruct,2,5,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,3,0,28,1.0,1.0,1.0
Qwen2.5-32B-Instruct,3,1,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,3,2,28,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,3,3,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,3,4,28,0.6666666666666666,1.0,0.8
Qwen2.5-32B-Instruct,3,5,28,0.6666666666666666,1.0,0.8
Qwen2.5-32B-Instruct,4,0,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,1,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,2,28,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,4,3,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,4,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,5,28,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,0,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,1,60,0.03333333333333333,0.75,0.32
Qwen2.5-32B-Instruct,0,2,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,3,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,4,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,5,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,0,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,1,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,2,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,3,60,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,1,4,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,5,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,0,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,1,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,2,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,3,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,4,60,1.0,1.0,1.0
Qwen2.5-32B-Instruct,2,5,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,3,0,60,1.0,1.0,1.0
Qwen2.5-32B-Instruct,3,1,60,0.03333333333333333,1.0,0.42000000000000004
Qwen2.5-32B-Instruct,3,2,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,3,3,60,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,3,4,60,1.0,1.0,1.0
Qwen2.5-32B-Instruct,3,5,60,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,4,0,60,0.03333333333333333,0.75,0.32
Qwen2.5-32B-Instruct,4,1,60,0.03333333333333333,0.75,0.32
Qwen2.5-32B-Instruct,4,2,60,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,4,3,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,4,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,5,60,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,0,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,1,120,0.03333333333333333,0.75,0.32
Qwen2.5-32B-Instruct,0,2,120,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,0,3,120,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,0,4,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,0,5,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,0,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,1,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,2,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,1,3,120,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,1,4,120,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,1,5,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,0,120,0.03333333333333333,0.75,0.32
Qwen2.5-32B-Instruct,2,1,120,0.03333333333333333,0.75,0.32
Qwen2.5-32B-Instruct,2,2,120,0.6666666666666666,1.0,0.8
Qwen2.5-32B-Instruct,2,3,120,0.6666666666666666,0.75,0.7
Qwen2.5-32B-Instruct,2,4,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,2,5,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,3,0,120,1.0,1.0,1.0
Qwen2.5-32B-Instruct,3,1,120,0.03333333333333333,0.75,0.32
Qwen2.5-32B-Instruct,3,2,120,1.0,1.0,1.0
Qwen2.5-32B-Instruct,3,3,120,0.16666666666666666,0.5,0.3
Qwen2.5-32B-Instruct,3,4,120,0.6666666666666666,1.0,0.8
Qwen2.5-32B-Instruct,3,5,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,0,120,0.03333333333333333,0.75,0.32
Qwen2.5-32B-Instruct,4,1,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,2,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,3,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,4,120,1.0,0.75,0.9
Qwen2.5-32B-Instruct,4,5,120,1.0,0.75,0.9
gpt-4o-2024-08-06,0,0,3,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,0,1,3,1.0,1.0,1.0
gpt-4o-2024-08-06,0,2,3,1.0,1.0,1.0
gpt-4o-2024-08-06,0,3,3,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,0,4,3,1.0,1.0,1.0
gpt-4o-2024-08-06,0,5,3,1.0,1.0,1.0
gpt-4o-2024-08-06,1,0,3,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,1,1,3,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,1,2,3,1.0,1.0,1.0
gpt-4o-2024-08-06,1,3,3,1.0,1.0,1.0
gpt-4o-2024-08-06,1,4,3,1.0,1.0,1.0
gpt-4o-2024-08-06,1,5,3,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,2,0,3,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,2,1,3,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,2,2,3,1.0,1.0,1.0
gpt-4o-2024-08-06,2,3,3,1.0,1.0,1.0
gpt-4o-2024-08-06,2,4,3,1.0,1.0,1.0
gpt-4o-2024-08-06,2,5,3,1.0,1.0,1.0
gpt-4o-2024-08-06,3,0,3,1.0,1.0,1.0
gpt-4o-2024-08-06,3,1,3,1.0,0.5,0.8
gpt-4o-2024-08-06,3,2,3,1.0,1.0,1.0
gpt-4o-2024-08-06,3,3,3,1.0,1.0,1.0
gpt-4o-2024-08-06,3,4,3,1.0,1.0,1.0
gpt-4o-2024-08-06,3,5,3,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,4,0,3,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,4,1,3,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,4,2,3,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,4,3,3,1.0,1.0,1.0
gpt-4o-2024-08-06,4,4,3,1.0,1.0,1.0
gpt-4o-2024-08-06,4,5,3,1.0,1.0,1.0
gpt-4o-2024-08-06,0,0,6,1.0,1.0,1.0
gpt-4o-2024-08-06,0,1,6,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,0,2,6,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,0,3,6,1.0,1.0,1.0
gpt-4o-2024-08-06,0,4,6,1.0,1.0,1.0
gpt-4o-2024-08-06,0,5,6,1.0,1.0,1.0
gpt-4o-2024-08-06,1,0,6,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,1,1,6,1.0,1.0,1.0
gpt-4o-2024-08-06,1,2,6,1.0,1.0,1.0
gpt-4o-2024-08-06,1,3,6,1.0,1.0,1.0
gpt-4o-2024-08-06,1,4,6,1.0,1.0,1.0
gpt-4o-2024-08-06,1,5,6,1.0,1.0,1.0
gpt-4o-2024-08-06,2,0,6,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,2,1,6,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,2,2,6,1.0,1.0,1.0
gpt-4o-2024-08-06,2,3,6,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,2,4,6,1.0,1.0,1.0
gpt-4o-2024-08-06,2,5,6,1.0,1.0,1.0
gpt-4o-2024-08-06,3,0,6,1.0,1.0,1.0
gpt-4o-2024-08-06,3,1,6,1.0,1.0,1.0
gpt-4o-2024-08-06,3,2,6,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,3,3,6,1.0,1.0,1.0
gpt-4o-2024-08-06,3,4,6,1.0,1.0,1.0
gpt-4o-2024-08-06,3,5,6,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,4,0,6,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,4,1,6,1.0,1.0,1.0
gpt-4o-2024-08-06,4,2,6,1.0,1.0,1.0
gpt-4o-2024-08-06,4,3,6,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,4,4,6,1.0,1.0,1.0
gpt-4o-2024-08-06,4,5,6,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,0,0,13,1.0,1.0,1.0
gpt-4o-2024-08-06,0,1,13,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,0,2,13,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,0,3,13,1.0,1.0,1.0
gpt-4o-2024-08-06,0,4,13,1.0,1.0,1.0
gpt-4o-2024-08-06,0,5,13,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,1,0,13,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,1,1,13,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,1,2,13,1.0,1.0,1.0
gpt-4o-2024-08-06,1,3,13,1.0,1.0,1.0
gpt-4o-2024-08-06,1,4,13,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,1,5,13,1.0,1.0,1.0
gpt-4o-2024-08-06,2,0,13,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,2,1,13,1.0,1.0,1.0
gpt-4o-2024-08-06,2,2,13,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,2,3,13,1.0,1.0,1.0
gpt-4o-2024-08-06,2,4,13,1.0,1.0,1.0
gpt-4o-2024-08-06,2,5,13,1.0,1.0,1.0
gpt-4o-2024-08-06,3,0,13,1.0,1.0,1.0
gpt-4o-2024-08-06,3,1,13,1.0,1.0,1.0
gpt-4o-2024-08-06,3,2,13,1.0,1.0,1.0
gpt-4o-2024-08-06,3,3,13,1.0,1.0,1.0
gpt-4o-2024-08-06,3,4,13,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,3,5,13,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,4,0,13,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,4,1,13,1.0,1.0,1.0
gpt-4o-2024-08-06,4,2,13,1.0,1.0,1.0
gpt-4o-2024-08-06,4,3,13,1.0,1.0,1.0
gpt-4o-2024-08-06,4,4,13,1.0,1.0,1.0
gpt-4o-2024-08-06,4,5,13,1.0,1.0,1.0
gpt-4o-2024-08-06,0,0,28,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,0,1,28,1.0,1.0,1.0
gpt-4o-2024-08-06,0,2,28,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,0,3,28,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,0,4,28,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,0,5,28,1.0,1.0,1.0
gpt-4o-2024-08-06,1,0,28,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,1,1,28,1.0,1.0,1.0
gpt-4o-2024-08-06,1,2,28,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,1,3,28,1.0,1.0,1.0
gpt-4o-2024-08-06,1,4,28,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,1,5,28,1.0,1.0,1.0
gpt-4o-2024-08-06,2,0,28,1.0,1.0,1.0
gpt-4o-2024-08-06,2,1,28,1.0,1.0,1.0
gpt-4o-2024-08-06,2,2,28,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,2,3,28,1.0,1.0,1.0
gpt-4o-2024-08-06,2,4,28,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,2,5,28,1.0,1.0,1.0
gpt-4o-2024-08-06,3,0,28,1.0,1.0,1.0
gpt-4o-2024-08-06,3,1,28,1.0,1.0,1.0
gpt-4o-2024-08-06,3,2,28,1.0,1.0,1.0
gpt-4o-2024-08-06,3,3,28,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,3,4,28,1.0,1.0,1.0
gpt-4o-2024-08-06,3,5,28,1.0,1.0,1.0
gpt-4o-2024-08-06,4,0,28,1.0,1.0,1.0
gpt-4o-2024-08-06,4,1,28,1.0,1.0,1.0
gpt-4o-2024-08-06,4,2,28,1.0,1.0,1.0
gpt-4o-2024-08-06,4,3,28,1.0,1.0,1.0
gpt-4o-2024-08-06,4,4,28,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,4,5,28,1.0,1.0,1.0
gpt-4o-2024-08-06,0,0,60,1.0,1.0,1.0
gpt-4o-2024-08-06,0,1,60,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,0,2,60,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,0,3,60,1.0,1.0,1.0
gpt-4o-2024-08-06,0,4,60,1.0,1.0,1.0
gpt-4o-2024-08-06,0,5,60,1.0,1.0,1.0
gpt-4o-2024-08-06,1,0,60,1.0,1.0,1.0
gpt-4o-2024-08-06,1,1,60,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,1,2,60,1.0,1.0,1.0
gpt-4o-2024-08-06,1,3,60,1.0,1.0,1.0
gpt-4o-2024-08-06,1,4,60,1.0,1.0,1.0
gpt-4o-2024-08-06,1,5,60,1.0,1.0,1.0
gpt-4o-2024-08-06,2,0,60,1.0,1.0,1.0
gpt-4o-2024-08-06,2,1,60,1.0,1.0,1.0
gpt-4o-2024-08-06,2,2,60,1.0,1.0,1.0
gpt-4o-2024-08-06,2,3,60,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,2,4,60,1.0,1.0,1.0
gpt-4o-2024-08-06,2,5,60,1.0,1.0,1.0
gpt-4o-2024-08-06,3,0,60,1.0,1.0,1.0
gpt-4o-2024-08-06,3,1,60,1.0,1.0,1.0
gpt-4o-2024-08-06,3,2,60,1.0,1.0,1.0
gpt-4o-2024-08-06,3,3,60,1.0,1.0,1.0
gpt-4o-2024-08-06,3,4,60,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,3,5,60,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,4,0,60,1.0,1.0,1.0
gpt-4o-2024-08-06,4,1,60,1.0,1.0,1.0
gpt-4o-2024-08-06,4,2,60,1.0,1.0,1.0
gpt-4o-2024-08-06,4,3,60,1.0,1.0,1.0
gpt-4o-2024-08-06,4,4,60,1.0,1.0,1.0
gpt-4o-2024-08-06,4,5,60,1.0,1.0,1.0
gpt-4o-2024-08-06,0,0,120,1.0,1.0,1.0
gpt-4o-2024-08-06,0,1,120,1.0,1.0,1.0
gpt-4o-2024-08-06,0,2,120,1.0,1.0,1.0
gpt-4o-2024-08-06,0,3,120,1.0,1.0,1.0
gpt-4o-2024-08-06,0,4,120,1.0,1.0,1.0
gpt-4o-2024-08-06,0,5,120,1.0,1.0,1.0
gpt-4o-2024-08-06,1,0,120,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,1,1,120,1.0,1.0,1.0
gpt-4o-2024-08-06,1,2,120,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,1,3,120,1.0,1.0,1.0
gpt-4o-2024-08-06,1,4,120,1.0,1.0,1.0
gpt-4o-2024-08-06,1,5,120,1.0,1.0,1.0
gpt-4o-2024-08-06,2,0,120,1.0,1.0,1.0
gpt-4o-2024-08-06,2,1,120,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,2,2,120,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,2,3,120,1.0,1.0,1.0
gpt-4o-2024-08-06,2,4,120,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,2,5,120,1.0,1.0,1.0
gpt-4o-2024-08-06,3,0,120,0.03333333333333333,1.0,0.42000000000000004
gpt-4o-2024-08-06,3,1,120,1.0,1.0,1.0
gpt-4o-2024-08-06,3,2,120,1.0,1.0,1.0
gpt-4o-2024-08-06,3,3,120,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,3,4,120,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,3,5,120,0.6666666666666666,1.0,0.8
gpt-4o-2024-08-06,4,0,120,1.0,1.0,1.0
gpt-4o-2024-08-06,4,1,120,1.0,1.0,1.0
gpt-4o-2024-08-06,4,2,120,1.0,1.0,1.0
gpt-4o-2024-08-06,4,3,120,1.0,1.0,1.0
gpt-4o-2024-08-06,4,4,120,1.0,1.0,1.0
gpt-4o-2024-08-06,4,5,120,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,0,0,3,1.0,1.0,1.0
c4ai-command-r-08-2024,0,1,3,1.0,1.0,1.0
c4ai-command-r-08-2024,0,2,3,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,0,3,3,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,0,4,3,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,0,5,3,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,1,0,3,0.03333333333333333,1.0,0.42000000000000004
c4ai-command-r-08-2024,1,1,3,1.0,1.0,1.0
c4ai-command-r-08-2024,1,2,3,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,1,3,3,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,1,4,3,1.0,1.0,1.0
c4ai-command-r-08-2024,1,5,3,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,2,0,3,1.0,1.0,1.0
c4ai-command-r-08-2024,2,1,3,0.03333333333333333,1.0,0.42000000000000004
c4ai-command-r-08-2024,2,2,3,1.0,1.0,1.0
c4ai-command-r-08-2024,2,3,3,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,2,4,3,1.0,1.0,1.0
c4ai-command-r-08-2024,2,5,3,1.0,1.0,1.0
c4ai-command-r-08-2024,3,0,3,0.03333333333333333,1.0,0.42000000000000004
c4ai-command-r-08-2024,3,1,3,1.0,1.0,1.0
c4ai-command-r-08-2024,3,2,3,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,3,3,3,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,3,4,3,1.0,1.0,1.0
c4ai-command-r-08-2024,3,5,3,1.0,1.0,1.0
c4ai-command-r-08-2024,4,0,3,0.03333333333333333,1.0,0.42000000000000004
c4ai-command-r-08-2024,4,1,3,1.0,1.0,1.0
c4ai-command-r-08-2024,4,2,3,1.0,1.0,1.0
c4ai-command-r-08-2024,4,3,3,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,4,4,3,1.0,1.0,1.0
c4ai-command-r-08-2024,4,5,3,1.0,1.0,1.0
c4ai-command-r-08-2024,0,0,6,0.03333333333333333,1.0,0.42000000000000004
c4ai-command-r-08-2024,0,1,6,0.03333333333333333,1.0,0.42000000000000004
c4ai-command-r-08-2024,0,2,6,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,0,3,6,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,0,4,6,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,0,5,6,1.0,1.0,1.0
c4ai-command-r-08-2024,1,0,6,0.03333333333333333,1.0,0.42000000000000004
c4ai-command-r-08-2024,1,1,6,1.0,1.0,1.0
c4ai-command-r-08-2024,1,2,6,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,1,3,6,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,1,4,6,1.0,1.0,1.0
c4ai-command-r-08-2024,1,5,6,1.0,1.0,1.0
c4ai-command-r-08-2024,2,0,6,0.03333333333333333,1.0,0.42000000000000004
c4ai-command-r-08-2024,2,1,6,1.0,1.0,1.0
c4ai-command-r-08-2024,2,2,6,1.0,1.0,1.0
c4ai-command-r-08-2024,2,3,6,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,2,4,6,1.0,1.0,1.0
c4ai-command-r-08-2024,2,5,6,1.0,1.0,1.0
c4ai-command-r-08-2024,3,0,6,0.03333333333333333,1.0,0.42000000000000004
c4ai-command-r-08-2024,3,1,6,1.0,1.0,1.0
c4ai-command-r-08-2024,3,2,6,1.0,1.0,1.0
c4ai-command-r-08-2024,3,3,6,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,3,4,6,1.0,1.0,1.0
c4ai-command-r-08-2024,3,5,6,1.0,1.0,1.0
c4ai-command-r-08-2024,4,0,6,0.03333333333333333,1.0,0.42000000000000004
c4ai-command-r-08-2024,4,1,6,1.0,1.0,1.0
c4ai-command-r-08-2024,4,2,6,1.0,1.0,1.0
c4ai-command-r-08-2024,4,3,6,1.0,1.0,1.0
c4ai-command-r-08-2024,4,4,6,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,4,5,6,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,0,0,13,1.0,1.0,1.0
c4ai-command-r-08-2024,0,1,13,1.0,1.0,1.0
c4ai-command-r-08-2024,0,2,13,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,0,3,13,1.0,1.0,1.0
c4ai-command-r-08-2024,0,4,13,1.0,1.0,1.0
c4ai-command-r-08-2024,0,5,13,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,1,0,13,1.0,1.0,1.0
c4ai-command-r-08-2024,1,1,13,1.0,1.0,1.0
c4ai-command-r-08-2024,1,2,13,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,1,3,13,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,1,4,13,1.0,1.0,1.0
c4ai-command-r-08-2024,1,5,13,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,2,0,13,0.03333333333333333,1.0,0.42000000000000004
c4ai-command-r-08-2024,2,1,13,0.03333333333333333,1.0,0.42000000000000004
c4ai-command-r-08-2024,2,2,13,1.0,1.0,1.0
c4ai-command-r-08-2024,2,3,13,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,2,4,13,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,2,5,13,1.0,1.0,1.0
c4ai-command-r-08-2024,3,0,13,1.0,1.0,1.0
c4ai-command-r-08-2024,3,1,13,1.0,1.0,1.0
