model,ins_id,param_id,length,format,num,correct,order,total_score
Qwen2.5-32B-Instruct,3,4,6,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,0,6,1.0,1.0,0.5,0.5,0.75
Qwen2.5-32B-Instruct,4,1,6,1.0,1.0,0.0,0.5,0.6
Qwen2.5-32B-Instruct,4,2,6,1.0,1.0,0.6666666666666666,1.0,0.9
Qwen2.5-32B-Instruct,4,3,6,1.0,1.0,0.25,1.0,0.775
Qwen2.5-32B-Instruct,4,4,6,1.0,1.0,0.20000000000000004,1.0,0.76
Qwen2.5-32B-Instruct,0,0,13,1.0,1.0,0.0,0.5,0.6
Qwen2.5-32B-Instruct,0,1,13,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,2,13,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,3,13,0.75,1.0,0.125,0.5,0.5875
Qwen2.5-32B-Instruct,0,4,13,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,0,13,0.75,1.0,0.5,0.5,0.7
Qwen2.5-32B-Instruct,1,1,13,1.0,1.0,0.0,0.5,0.6
Qwen2.5-32B-Instruct,1,2,13,0.75,1.0,0.16666666666666666,0.5,0.6
Qwen2.5-32B-Instruct,1,3,13,0.75,1.0,0.25,1.0,0.725
Qwen2.5-32B-Instruct,1,4,13,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,2,0,13,1.0,1.0,0.0,0.5,0.6
Qwen2.5-32B-Instruct,2,1,13,1.0,1.0,0.0,0.5,0.6
Qwen2.5-32B-Instruct,2,2,13,0.75,1.0,0.16666666666666666,0.5,0.6
Qwen2.5-32B-Instruct,2,3,13,1.0,1.0,0.25,1.0,0.775
Qwen2.5-32B-Instruct,2,4,13,0.75,1.0,0.10000000000000002,0.5,0.58
Qwen2.5-32B-Instruct,3,0,13,0.0,1.0,0.0,0.5,0.4
Qwen2.5-32B-Instruct,3,1,13,0.0,0.0,0.0,0.5,0.1
Qwen2.5-32B-Instruct,3,2,13,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,3,3,13,0.0,1.0,0.0,0.5,0.4
Qwen2.5-32B-Instruct,3,4,13,0.75,1.0,0.10000000000000002,0.5,0.58
Qwen2.5-32B-Instruct,4,0,13,1.0,1.0,0.0,0.5,0.6
Qwen2.5-32B-Instruct,4,1,13,1.0,1.0,0.0,0.5,0.6
Qwen2.5-32B-Instruct,4,2,13,1.0,1.0,0.16666666666666666,0.5,0.65
Qwen2.5-32B-Instruct,4,3,13,0.75,1.0,0.25,1.0,0.725
Qwen2.5-32B-Instruct,4,4,13,0.75,1.0,0.10000000000000002,0.5,0.58
Qwen2.5-32B-Instruct,0,0,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,1,28,0.75,1.0,0.25,0.5,0.625
Qwen2.5-32B-Instruct,0,2,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,3,28,0.75,1.0,0.375,1.0,0.7625
Qwen2.5-32B-Instruct,0,4,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,0,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,1,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,2,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,3,28,0.75,1.0,0.25,1.0,0.725
Qwen2.5-32B-Instruct,1,4,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,2,0,28,1.0,1.0,0.0,0.5,0.6
Qwen2.5-32B-Instruct,2,1,28,0.75,1.0,0.25,0.5,0.625
Qwen2.5-32B-Instruct,2,2,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,2,3,28,0.75,1.0,0.375,1.0,0.7625
Qwen2.5-32B-Instruct,2,4,28,0.75,1.0,0.20000000000000004,1.0,0.71
Qwen2.5-32B-Instruct,3,0,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,3,1,28,0.5,1.0,0.0,0.5,0.5
Qwen2.5-32B-Instruct,3,2,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,3,3,28,0.5,1.0,0.0,0.5,0.5
Qwen2.5-32B-Instruct,3,4,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,0,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,1,28,0.75,1.0,0.25,0.5,0.625
Qwen2.5-32B-Instruct,4,2,28,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,3,28,0.75,1.0,0.25,1.0,0.725
Qwen2.5-32B-Instruct,4,4,28,0.75,1.0,0.10000000000000002,0.5,0.58
Qwen2.5-32B-Instruct,0,0,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,1,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,2,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,3,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,4,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,0,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,1,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,2,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,3,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,4,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,2,0,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,2,1,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,2,2,60,0.75,1.0,0.16666666666666666,0.5,0.6
Qwen2.5-32B-Instruct,2,3,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,2,4,60,0.0,1.0,0.0,0.5,0.4
Qwen2.5-32B-Instruct,3,0,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,3,1,60,0.5,1.0,0.0,0.5,0.5
Qwen2.5-32B-Instruct,3,2,60,0.5,1.0,0.0,0.5,0.5
Qwen2.5-32B-Instruct,3,3,60,0.5,1.0,0.0,0.5,0.5
Qwen2.5-32B-Instruct,3,4,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,0,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,1,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,2,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,3,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,4,60,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,0,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,1,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,2,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,3,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,0,4,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,0,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,1,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,2,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,3,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,1,4,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,2,0,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,2,1,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,2,2,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,2,3,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,2,4,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,3,0,120,0.5,1.0,0.0,0.5,0.5
Qwen2.5-32B-Instruct,3,1,120,0.5,1.0,0.0,0.5,0.5
Qwen2.5-32B-Instruct,3,2,120,0.5,1.0,0.0,0.5,0.5
Qwen2.5-32B-Instruct,3,3,120,0.5,1.0,0.0,0.5,0.5
Qwen2.5-32B-Instruct,3,4,120,0.5,1.0,0.0,0.5,0.5
Qwen2.5-32B-Instruct,4,0,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,1,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,2,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,3,120,0.75,1.0,0.0,0.5,0.55
Qwen2.5-32B-Instruct,4,4,120,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,0,0,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,1,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,2,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,3,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,4,3,0.75,1.0,0.9,1.0,0.9199999999999999
gpt-4o-2024-08-06,1,0,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,1,1,3,0.75,1.0,0.75,1.0,0.875
gpt-4o-2024-08-06,1,2,3,0.75,1.0,0.8333333333333334,1.0,0.9
gpt-4o-2024-08-06,1,3,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,1,4,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,0,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,1,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,2,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,3,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,4,3,0.75,1.0,0.9,1.0,0.9199999999999999
gpt-4o-2024-08-06,3,0,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,3,1,3,0.75,1.0,0.75,1.0,0.875
gpt-4o-2024-08-06,3,2,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,3,3,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,3,4,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,4,0,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,4,1,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,4,2,3,0.75,1.0,0.8333333333333334,1.0,0.9
gpt-4o-2024-08-06,4,3,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,4,4,3,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,0,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,1,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,2,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,3,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,4,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,1,0,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,1,1,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,1,2,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,1,3,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,1,4,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,0,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,1,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,2,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,3,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,4,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,3,0,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,3,1,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,3,2,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,3,3,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,3,4,6,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o-2024-08-06,4,0,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,4,1,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,4,2,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,4,3,6,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,4,4,6,0.75,1.0,0.9,1.0,0.9199999999999999
gpt-4o-2024-08-06,0,0,13,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,1,13,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,0,2,13,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,0,3,13,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,4,13,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o-2024-08-06,1,0,13,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,1,1,13,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,1,2,13,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,1,3,13,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,1,4,13,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o-2024-08-06,2,0,13,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,1,13,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,2,2,13,0.75,1.0,0.8333333333333334,0.0,0.7
gpt-4o-2024-08-06,2,3,13,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,4,13,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o-2024-08-06,3,0,13,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,3,1,13,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,3,2,13,0.75,1.0,0.6666666666666666,1.0,0.85
gpt-4o-2024-08-06,3,3,13,0.75,1.0,0.875,1.0,0.9125
gpt-4o-2024-08-06,3,4,13,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o-2024-08-06,4,0,13,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,4,1,13,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,4,2,13,0.75,1.0,0.8333333333333334,1.0,0.9
gpt-4o-2024-08-06,4,3,13,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,4,4,13,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o-2024-08-06,0,0,28,0.75,1.0,0.5,0.5,0.7
gpt-4o-2024-08-06,0,1,28,0.75,1.0,0.75,1.0,0.875
gpt-4o-2024-08-06,0,2,28,0.75,1.0,0.6666666666666666,1.0,0.85
gpt-4o-2024-08-06,0,3,28,0.75,1.0,0.75,1.0,0.875
gpt-4o-2024-08-06,0,4,28,0.75,1.0,0.8000000000000002,1.0,0.89
gpt-4o-2024-08-06,1,0,28,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,1,1,28,0.75,1.0,0.75,1.0,0.875
gpt-4o-2024-08-06,1,2,28,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,1,3,28,0.75,1.0,0.75,1.0,0.875
gpt-4o-2024-08-06,1,4,28,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,0,28,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,2,1,28,0.75,1.0,0.75,1.0,0.875
gpt-4o-2024-08-06,2,2,28,0.75,1.0,0.6666666666666666,1.0,0.85
gpt-4o-2024-08-06,2,3,28,0.75,1.0,0.75,1.0,0.875
gpt-4o-2024-08-06,2,4,28,0.75,1.0,0.9,1.0,0.9199999999999999
gpt-4o-2024-08-06,3,0,28,0.75,1.0,0.5,0.5,0.7
gpt-4o-2024-08-06,3,1,28,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,3,2,28,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,3,3,28,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,3,4,28,0.75,1.0,0.9,1.0,0.9199999999999999
gpt-4o-2024-08-06,4,0,28,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,4,1,28,0.75,1.0,0.75,1.0,0.875
gpt-4o-2024-08-06,4,2,28,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,4,3,28,0.75,1.0,0.875,1.0,0.9125
gpt-4o-2024-08-06,4,4,28,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,0,60,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,0,1,60,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,0,2,60,0.75,1.0,0.8333333333333334,1.0,0.9
gpt-4o-2024-08-06,0,3,60,0.75,1.0,0.625,1.0,0.8375
gpt-4o-2024-08-06,0,4,60,0.75,1.0,0.4000000000000001,1.0,0.77
gpt-4o-2024-08-06,1,0,60,0.75,1.0,0.5,0.5,0.7
gpt-4o-2024-08-06,1,1,60,0.75,1.0,0.25,0.5,0.625
gpt-4o-2024-08-06,1,2,60,0.75,1.0,0.6666666666666666,1.0,0.85
gpt-4o-2024-08-06,1,3,60,0.75,1.0,0.75,1.0,0.875
gpt-4o-2024-08-06,1,4,60,0.75,1.0,0.6999999999999998,1.0,0.86
gpt-4o-2024-08-06,2,0,60,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,2,1,60,0.75,1.0,0.25,0.5,0.625
gpt-4o-2024-08-06,2,2,60,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,2,3,60,0.75,1.0,0.75,1.0,0.875
gpt-4o-2024-08-06,2,4,60,0.75,1.0,0.4000000000000001,1.0,0.77
gpt-4o-2024-08-06,3,0,60,0.75,1.0,0.5,0.5,0.7
gpt-4o-2024-08-06,3,1,60,0.75,1.0,0.25,0.5,0.625
gpt-4o-2024-08-06,3,2,60,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,3,3,60,0.75,1.0,0.25,1.0,0.725
gpt-4o-2024-08-06,3,4,60,0.75,1.0,0.20000000000000004,1.0,0.71
gpt-4o-2024-08-06,4,0,60,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,4,1,60,0.75,1.0,0.25,0.5,0.625
gpt-4o-2024-08-06,4,2,60,0.75,1.0,0.6666666666666666,1.0,0.85
gpt-4o-2024-08-06,4,3,60,0.75,1.0,1.0,1.0,0.95
gpt-4o-2024-08-06,4,4,60,0.75,1.0,0.5,1.0,0.8
gpt-4o-2024-08-06,0,0,120,0.75,1.0,0.5,0.5,0.7
gpt-4o-2024-08-06,0,1,120,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,0,2,120,1.0,1.0,0.8333333333333334,1.0,0.95
gpt-4o-2024-08-06,0,3,120,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,0,4,120,0.75,1.0,0.10000000000000002,0.5,0.58
gpt-4o-2024-08-06,1,0,120,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,1,1,120,0.75,1.0,0.25,0.5,0.625
gpt-4o-2024-08-06,1,2,120,0.75,1.0,0.16666666666666666,0.5,0.6
gpt-4o-2024-08-06,1,3,120,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,1,4,120,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,2,0,120,0.75,1.0,0.5,0.5,0.7
gpt-4o-2024-08-06,2,1,120,0.75,1.0,0.25,0.5,0.625
gpt-4o-2024-08-06,2,2,120,0.75,1.0,0.6666666666666666,1.0,0.85
gpt-4o-2024-08-06,2,3,120,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,2,4,120,0.75,1.0,0.20000000000000004,1.0,0.71
gpt-4o-2024-08-06,3,0,120,0.75,1.0,0.5,0.5,0.7
gpt-4o-2024-08-06,3,1,120,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,3,2,120,0.75,1.0,0.16666666666666666,0.5,0.6
gpt-4o-2024-08-06,3,3,120,0.75,1.0,0.125,0.5,0.5875
gpt-4o-2024-08-06,3,4,120,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,4,0,120,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,4,1,120,0.75,1.0,0.25,0.5,0.625
gpt-4o-2024-08-06,4,2,120,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,4,3,120,0.75,1.0,0.0,0.5,0.55
gpt-4o-2024-08-06,4,4,120,0.75,1.0,0.10000000000000002,0.5,0.58
c4ai-command-r-08-2024,0,0,3,0.75,1.0,1.0,1.0,0.95
c4ai-command-r-08-2024,0,1,3,0.75,1.0,0.5,1.0,0.8
c4ai-command-r-08-2024,0,2,3,1.0,1.0,0.6666666666666666,1.0,0.9
c4ai-command-r-08-2024,0,3,3,1.0,1.0,0.75,1.0,0.925
c4ai-command-r-08-2024,0,4,3,0.5,1.0,0.6999999999999998,1.0,0.8099999999999999
c4ai-command-r-08-2024,1,0,3,0.75,1.0,0.5,0.5,0.7
c4ai-command-r-08-2024,1,1,3,0.75,1.0,0.25,0.5,0.625
c4ai-command-r-08-2024,1,2,3,1.0,0.5555555555555556,0.5,1.0,0.7166666666666667
c4ai-command-r-08-2024,1,3,3,1.0,1.0,0.75,1.0,0.925
c4ai-command-r-08-2024,1,4,3,1.0,0.6,0.4000000000000001,1.0,0.7
c4ai-command-r-08-2024,2,0,3,0.5,0.3333333333333333,0.5,0.5,0.45
c4ai-command-r-08-2024,2,1,3,0.5,0.16666666666666666,0.5,1.0,0.5
c4ai-command-r-08-2024,2,2,3,0.5,1.0,0.6666666666666666,0.0,0.6
c4ai-command-r-08-2024,2,3,3,0.5,1.0,0.75,1.0,0.825
c4ai-command-r-08-2024,2,4,3,0.5,1.0,0.6,1.0,0.78
c4ai-command-r-08-2024,3,0,3,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-08-2024,3,1,3,1.0,1.0,0.25,0.5,0.675
c4ai-command-r-08-2024,3,2,3,1.0,1.0,0.5,1.0,0.85
c4ai-command-r-08-2024,3,3,3,1.0,1.0,0.75,1.0,0.925
c4ai-command-r-08-2024,3,4,3,1.0,1.0,0.4000000000000001,1.0,0.82
c4ai-command-r-08-2024,4,0,3,0.5,1.0,0.5,0.5,0.65
c4ai-command-r-08-2024,4,1,3,0.5,1.0,0.25,0.5,0.575
c4ai-command-r-08-2024,4,2,3,0.5,1.0,0.6666666666666666,1.0,0.8
c4ai-command-r-08-2024,4,3,3,0.5,1.0,0.75,1.0,0.825
c4ai-command-r-08-2024,4,4,3,0.5,1.0,0.8000000000000002,1.0,0.8400000000000001
c4ai-command-r-08-2024,0,0,6,1.0,1.0,0.0,0.5,0.6
c4ai-command-r-08-2024,0,1,6,1.0,1.0,1.0,1.0,1.0
c4ai-command-r-08-2024,0,2,6,1.0,1.0,0.5,1.0,0.85
c4ai-command-r-08-2024,0,3,6,0.5,1.0,0.625,1.0,0.7875
c4ai-command-r-08-2024,0,4,6,0.5,1.0,0.8000000000000002,1.0,0.8400000000000001
c4ai-command-r-08-2024,1,0,6,1.0,1.0,0.0,0.5,0.6
c4ai-command-r-08-2024,1,1,6,1.0,1.0,0.5,1.0,0.85
c4ai-command-r-08-2024,1,2,6,1.0,1.0,0.5,1.0,0.85
c4ai-command-r-08-2024,1,3,6,1.0,1.0,0.5,1.0,0.85
c4ai-command-r-08-2024,1,4,6,1.0,1.0,0.5,1.0,0.85
c4ai-command-r-08-2024,2,0,6,1.0,1.0,0.0,0.5,0.6
c4ai-command-r-08-2024,2,1,6,1.0,1.0,0.75,1.0,0.925
c4ai-command-r-08-2024,2,2,6,0.5,1.0,0.5,1.0,0.75
c4ai-command-r-08-2024,2,3,6,0.75,1.0,0.125,0.5,0.5875
c4ai-command-r-08-2024,2,4,6,0.5,1.0,0.9,1.0,0.8699999999999999
c4ai-command-r-08-2024,3,0,6,1.0,1.0,0.0,0.5,0.6
c4ai-command-r-08-2024,3,1,6,1.0,1.0,0.25,0.5,0.675
c4ai-command-r-08-2024,3,2,6,1.0,1.0,0.3333333333333333,1.0,0.8
c4ai-command-r-08-2024,3,3,6,1.0,1.0,0.5,1.0,0.85
c4ai-command-r-08-2024,3,4,6,1.0,1.0,0.5,1.0,0.85
c4ai-command-r-08-2024,4,0,6,1.0,1.0,0.0,0.5,0.6
c4ai-command-r-08-2024,4,1,6,1.0,1.0,0.75,1.0,0.925
c4ai-command-r-08-2024,4,2,6,0.5,1.0,0.3333333333333333,1.0,0.7
c4ai-command-r-08-2024,4,3,6,0.5,1.0,0.25,1.0,0.675
c4ai-command-r-08-2024,4,4,6,0.0,0.6,0.3,1.0,0.47000000000000003
c4ai-command-r-08-2024,0,0,13,0.75,1.0,0.5,0.5,0.7
c4ai-command-r-08-2024,0,1,13,0.5,1.0,0.25,0.5,0.575
c4ai-command-r-08-2024,0,2,13,0.5,1.0,0.5,1.0,0.75
c4ai-command-r-08-2024,0,3,13,0.75,1.0,0.375,1.0,0.7625
c4ai-command-r-08-2024,0,4,13,0.5,1.0,0.10000000000000002,0.5,0.53
c4ai-command-r-08-2024,1,0,13,0.75,1.0,0.5,0.5,0.7
c4ai-command-r-08-2024,1,1,13,0.75,1.0,0.25,0.5,0.625
c4ai-command-r-08-2024,1,2,13,0.5,1.0,0.16666666666666666,0.5,0.55
c4ai-command-r-08-2024,1,3,13,0.75,1.0,0.25,1.0,0.725
c4ai-command-r-08-2024,1,4,13,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,2,0,13,0.75,1.0,0.5,0.5,0.7
c4ai-command-r-08-2024,2,1,13,0.5,1.0,0.0,0.5,0.5
c4ai-command-r-08-2024,2,2,13,0.5,1.0,0.5,0.0,0.55
c4ai-command-r-08-2024,2,3,13,0.75,1.0,0.125,0.5,0.5875
c4ai-command-r-08-2024,2,4,13,0.5,1.0,0.3,1.0,0.6900000000000001
c4ai-command-r-08-2024,3,0,13,0.25,1.0,0.5,0.5,0.6
c4ai-command-r-08-2024,3,1,13,1.0,1.0,0.25,0.5,0.675
c4ai-command-r-08-2024,3,2,13,0.75,0.5555555555555556,0.16666666666666666,0.5,0.4666666666666667
c4ai-command-r-08-2024,3,3,13,1.0,1.0,0.25,1.0,0.775
c4ai-command-r-08-2024,3,4,13,0.75,1.0,0.10000000000000002,0.5,0.58
c4ai-command-r-08-2024,4,0,13,0.5,1.0,0.5,0.5,0.65
c4ai-command-r-08-2024,4,1,13,0.0,0.3333333333333333,0.25,0.5,0.275
c4ai-command-r-08-2024,4,2,13,0.5,0.5555555555555556,0.16666666666666666,0.5,0.4166666666666667
c4ai-command-r-08-2024,4,3,13,0.5,1.0,0.125,0.5,0.5375
c4ai-command-r-08-2024,4,4,13,0.0,0.3333333333333333,0.10000000000000002,0.5,0.22999999999999998
c4ai-command-r-08-2024,0,0,28,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,0,1,28,0.75,1.0,0.0,0.5,0.55
c4ai-command-r-08-2024,0,2,28,0.75,1.0,0.16666666666666666,0.5,0.6
